Symbol,Company Name,Security Type,Security Price,Market Capitalization
FRT,Federal Realty Investment Trust,Common Stock (REIT),79.82,$5.96B
KGFHY,Kingfisher PLC,Depository Receipt,5.635,$5.95B
OC,Owens Corning,Common Stock,55.24,$5.94B
FANG,Diamondback Energy Inc,Common Stock,38.77,$5.92B
SDGR,Schrodinger Inc,Common Stock,92.61,$5.91B
POST,Post Holdings Inc,Common Stock,87.14,$5.89B
MANH,Manhattan Associates Inc,Common Stock,90.54,$5.88B
ZNH,China Southern Airlines Co Ltd,Depository Receipt,23.71,$5.87B
GFL,GFL Environmental Inc,Common Stock,18.8,$5.87B
SYNH,Syneos Health Inc,Common Stock,56.28,$5.86B
LPLA,LPL Financial Holdings Inc,Common Stock (REIT),75.79,$5.85B
JAZZ,Jazz Pharmaceuticals Plc,Common Stock,106.355,$5.84B
ARCC,Ares Capital Corp,Common Stock,14,$5.84B
AIZ,Assurant Inc.,Common Stock,100.52,$5.83B
AAXN,Axon Enterprise Inc,Common Stock,95.89,$5.77B
ESLT,Elbit Systems Ltd,Common Stock,130.63,$5.76B
CF,CF Industries Holdings Inc,Common Stock,27.99,$5.75B
NHYDY,Norsk Hydro ASA,Depository Receipt,2.89,$5.73B
ATH,Athene Holding Ltd,Common Stock,30.82,$5.73B
CRSP,CRISPR Therapeutics AG,Common Stock,88.405,$5.72B
RS,Reliance Steel & Aluminum Co,Common Stock,92.37,$5.72B
BERY,Berry Global Group Inc,Common Stock,43.68,$5.72B
UHAL,Amerco,Common Stock,292.68,$5.72B
VOYA,Voya Financial Inc,Common Stock,46.41,$5.72B
TECK,Teck Resources Ltd,Common Stock,10.8701,$5.71B
ADT,ADT Inc,Common Stock,7.62,$5.70B
DCI,Donaldson Co Inc.,Common Stock,45.15,$5.69B
NNN,National Retail Properties Inc,Common Stock (REIT),33.27,$5.69B
ST,Sensata Technologies Holding Plc,Common Stock,36.15,$5.67B
RHI,Robert Half International Inc.,Common Stock,50.35,$5.65B
VRM,VROOM INC,Common Stock,49.49,$5.64B
PII,Polaris Inc,Common Stock,94.09,$5.64B
HTA,Healthcare Trust of America Inc,Common Stock (REIT),25.549,$5.63B
SWI,Solarwinds Corp,Common Stock,18.19,$5.62B
LHCG,LHC Group Inc,Common Stock,181.36,$5.62B
CGC,Canopy Growth Corp,Common Stock,17.1134,$5.61B
FIVE,Five Below Inc,Common Stock,100.875,$5.60B
BPY,Brookfield Property Partners LP,Unit Trust Fund,11.06,$5.59B
ACM,AECOM,Common Stock,35.81,$5.58B
CASY,Casey's General Stores Inc.,Common Stock,154.55,$5.57B
SC,Santander Consumer USA Holdings Inc,Common Stock,17.5,$5.56B
ALV,Autoliv Inc,Common Stock,65.375,$5.53B
VEDL,Vedanta Ltd,Depository Receipt,5.935,$5.53B
ALLO,Allogene Therapeutics Inc,Common Stock,42.63,$5.52B
APPF,AppFolio Inc,Common Stock,160.59,$5.51B
CLR,Continental Resources Inc,Common Stock,15.825,$5.51B
PSO,Pearson PLC,Depository Receipt,7.165,$5.49B
ENIC,Enel Chile SA,Depository Receipt,3.9252,$5.48B
AIV,Apartment Investment and Management Co,Common Stock (REIT),37.17,$5.47B
BG,Bunge Ltd,Common Stock,39.92,$5.43B
SBNY,Signature Bank,Common Stock,103.99,$5.39B
XLRN,Acceleron Pharma Inc,Common Stock,99.97,$5.39B
THO,Thor Industries Inc.,Common Stock,101.41,$5.37B
BJ,BJ's Wholesale Club Holdings Inc,Common Stock,38.58,$5.37B
DNKN,Dunkin' Brands Group Inc,Common Stock,65.01,$5.37B
CLGX,CoreLogic Inc,Common Stock,67.01,$5.36B
HDS,HD Supply Holdings Inc,Common Stock,32.91,$5.34B
HUYA,HUYA Inc,Depository Receipt,24.49,$5.34B
DECK,Deckers Outdoor Corp,Common Stock,195.56,$5.32B
AUY,Yamana Gold Inc,Common Stock,5.48,$5.32B
CVE,Cenovus Energy Inc,Common Stock,4.355,$5.31B
CUBE,CubeSmart,Common Stock (REIT),27.4,$5.31B
JLL,Jones Lang LaSalle Inc,Common Stock,104.84,$5.31B
INGR,Ingredion Inc,Common Stock,80.49,$5.26B
ARMK,Aramark,Common Stock,21.45,$5.25B
WF,Woori Financial Group Inc,Depository Receipt,21.2899,$5.24B
STOR,STORE Capital Corp,Common Stock (REIT),21.84,$5.23B
RARE,Ultragenyx Pharmaceutical Inc,Common Stock,86.47,$5.23B
EVBG,Everbridge Inc,Common Stock,147.5614,$5.22B
ARW,Arrow Electronics Inc,Common Stock,66.13,$5.21B
FLIR,FLIR Systems Inc,Common Stock,40.15,$5.21B
MHK,Mohawk Industries Inc.,Common Stock,71.955,$5.21B
VERT/U,Vertiv Holdings Co,Unit Trust Fund,15.8199,$5.20B
RETA,Reata Pharmaceuticals Inc,Common Stock,153.705,$5.19B
DEI,Douglas Emmett Inc,Common Stock (REIT),29.92,$5.19B
NVAX,Novavax Inc,Common Stock,94.39,$5.19B
HELE,Helen of Troy Ltd,Common Stock,201.88,$5.16B
FAF,First American Financial Corp,Common Stock,47.82,$5.16B
AVAL,"Grupo Aval Acciones Y Valores Grupo, Bogota",Depository Receipt,4.65,$5.16B
STLD,Steel Dynamics Inc,Common Stock,25.735,$5.16B
GGB,Gerdau SA,Depository Receipt,3.07,$5.15B
UTHR,United Therapeutics Corp,Common Stock,117.02,$5.14B
AXTA,Axalta Coating Systems Ltd,Common Stock,22.14,$5.13B
NLSN,Nielsen Holdings plc,Common Stock,14.57,$5.13B
ARES,Ares Management Corp,Common Stock,39.26,$5.13B
KIM,Kimco Realty Corp,Common Stock (REIT),11.99,$5.12B
VIR,Vir Biotechnology Inc,Common Stock,48.1,$5.11B
SSL,Sasol Ltd,Depository Receipt,7.89,$5.11B
IAA,IAA Inc,Common Stock,38.72,$5.11B
AFG,American Financial Group Inc,Common Stock,59.15,$5.10B
SEE,Sealed Air Corp,Common Stock,33.7,$5.05B
ONEM,1Life Healthcare Inc,Common Stock,41.24,$5.05B
MRTX,Mirati Therapeutics Inc,Common Stock,115.24,$5.04B
LEGN,LEGEND BIOTECH CORPORATION,Depository Receipt,38.56,$5.02B
BLDP,Ballard Power Systems Inc,Common Stock,20.24,$5.02B
RH,RH,Common Stock,260.5902,$5.02B
SON,Sonoco Products Co,Common Stock,51.315,$5.01B
COLM,Columbia Sportswear Co,Common Stock,76.725,$5.01B
