Symbol,Company Name,Security Type,Security Price,Market Capitalization
LANC,Lancaster Colony Corp,Common Stock,155.72,$4.21B
TPL,Texas Pacific Land Trust,Common Stock,544.55,$4.21B
NOV,National Oilwell Varco Inc,Common Stock,11.16,$4.20B
CCJ,Cameco Corp,Common Stock,10.795,$4.20B
CUZ,Cousins Properties Inc,Common Stock (REIT),28.515,$4.20B
NBL,Noble Energy Inc,Common Stock,8.9319,$4.19B
YZCAY,Yanzhou Coal Mining Co Ltd,Depository Receipt,8.13,$4.18B
CYBR,CyberArk Software Ltd,Common Stock,108.52,$4.18B
CBPO,China Biologic Products Holdings Inc,Common Stock,107.87,$4.17B
EV,Eaton Vance Corp.,Common Stock,37.285,$4.17B
MRO,Marathon Oil Corp,Common Stock,5.3258,$4.17B
UAA,Under Armour Inc,Common Stock,9.485,$4.17B
USFD,US Foods Holding Corp,Common Stock,19.97,$4.17B
RGA,Reinsurance Group of America Inc.,Common Stock,70.775,$4.16B
LOGM,LogMeIn Inc,Common Stock,85.52,$4.16B
CFR,Cullen/Frost Bankers Inc,Common Stock,68.21,$4.13B
MDU,MDU Resources Group Inc.,Common Stock,21.05,$4.12B
LSCC,Lattice Semiconductor Corp,Common Stock,29.98,$4.12B
NOMD,Nomad Foods Ltd,Common Stock,21.185,$4.11B
TTEK,Tetra Tech Inc,Common Stock,76.84,$4.10B
NEOG,Neogen Corp,Common Stock,77.59,$4.09B
WING,Wingstop Inc,Common Stock,137.09,$4.09B
NEWR,New Relic Inc,Common Stock,67.97,$4.08B
FOLD,Amicus Therapeutics Inc,Common Stock,15.595,$4.08B
ASH,Ashland Global Holdings Inc,Common Stock,68.52,$4.07B
SPCE,Virgin Galactic Holdings Inc,Common Stock,19.145,$4.07B
ENV,Envestnet Inc,Common Stock,76.17,$4.06B
SAIC,Science Applications International Corp,Common Stock,70.79,$4.05B
AGI,Alamos Gold Inc,Common Stock,10.21,$4.05B
IIVI,II VI Inc,Common Stock,43.995,$4.04B
JEF,Jefferies Financial Group Inc,Common Stock,15.945,$4.04B
CAE,CAE Inc.,Common Stock,15.28,$4.03B
LOPE,Grand Canyon Education Inc,Common Stock,87.22,$4.03B
LFUS,Littelfuse Inc,Common Stock,166.8,$4.03B
TOL,Toll Brothers Inc.,Common Stock,33.36,$4.03B
TRGP,Targa Resources Corp,Common Stock,17.605,$4.03B
TNET,Trinet Group Inc,Common Stock,59.83,$4.03B
TEO,Telecom Argentina SA,Depository Receipt,9.49,$4.01B
MRCY,Mercury Systems Inc,Common Stock,72.87,$4.01B
EXPO,Exponent Inc,Common Stock,78,$4.01B
HQY,HealthEquity Inc,Common Stock,55.825,$4.00B
AGCO,AGCO Corp,Common Stock,54.25,$4.00B
TCF,TCF Financial Corp,Common Stock,27.505,$3.99B
GWPH,GW Pharmaceuticals PLC,Depository Receipt,128.06,$3.98B
QTS,QTS Realty Trust Inc,Common Stock (REIT),64.7,$3.97B
SLQT,SelectQuote Inc,Common Stock,24.16,$3.96B
MNTA,Momenta Pharmaceuticals Inc,Common Stock,34.355,$3.96B
FUTU,Futu Holdings Ltd,Depository Receipt,30.245,$3.95B
HOG,Harley-Davidson Inc.,Common Stock,26.42,$3.94B
CCMP,Cabot Microelectronics Corp,Common Stock,135.25,$3.94B
IART,Integra LifeSciences Holdings Corp,Common Stock,46.56,$3.93B
MIDD,Middleby Corp (The),Common Stock,73.755,$3.92B
HCM,Hutchison China MediTech Ltd,Depository Receipt,28.7,$3.92B
TREE,LendingTree Inc,Common Stock,301.72,$3.92B
OGS,ONE Gas Inc,Common Stock,75.01,$3.92B
BBIO,BridgeBio Pharma Inc,Common Stock,31.58,$3.91B
WH,Wyndham Hotels & Resorts Inc,Common Stock,42.38,$3.91B
WES,Western Midstream Partners LP,Unit Trust Fund,8.79,$3.91B
ALSN,Allison Transmission Holdings Inc,Common Stock,35.07,$3.90B
CX,Cemex SAB de CV,Depository Receipt,2.66,$3.90B
PPC,Pilgrim's Pride Corp,Common Stock,16.31,$3.88B
BLD,TopBuild Corp,Common Stock,116.88,$3.88B
ICL,ICL GROUP LTD,Common Stock,3.065,$3.88B
HE,Hawaiian Electric Industries Inc.,Common Stock,36.47,$3.88B
QRTEA,Qurate Retail Inc,Common Stock,9.495,$3.87B
NTRA,Natera Inc,Common Stock,47.025,$3.87B
QRTEB,Qurate Retail Inc,Common Stock,9.2801,$3.87B
GO,Grocery Outlet Inc,Common Stock,41.93,$3.86B
GPK,Graphic Packaging Holding Co,Common Stock,14.07,$3.86B
CCOI,Cogent Communications Holdings Inc,Common Stock,80.82,$3.86B
IOVA,Iovance Biotherapeutics Inc,Common Stock,29.41,$3.85B
DXC,DXC Technology Co,Common Stock,15.42,$3.84B
NGHC,National General Holdings Corp,Common Stock,33.705,$3.84B
FCNCA,First Citizens BancShares Inc,Common Stock,381.47,$3.83B
NEO,Neogenomics Inc,Common Stock,35.84,$3.83B
WMGI,Wright Medical Group NV,Common Stock,29.86,$3.82B
FFIN,First Financial Bankshares Inc,Common Stock,27.7,$3.81B
CZZ,Cosan Ltd,Common Stock,16.925,$3.80B
JBGS,JBG SMITH Properties,Common Stock,28.935,$3.80B
EQC,Equity Commonwealth,Common Stock (REIT),31.145,$3.80B
HALO,Halozyme Therapeutics Inc,Common Stock,27.92,$3.79B
PE,Parsley Energy Inc,Common Stock,10.35,$3.79B
FTDR,Frontdoor Inc,Common Stock,45.43,$3.78B
RDFN,Redfin Corp,Common Stock,36.6162,$3.77B
UA,Under Armour Inc,Common Stock,8.59,$3.76B
DAR,Darling Ingredients Inc,Common Stock,24.13,$3.76B
STWD,Starwood Property Trust Inc,Common Stock (REIT),13.65,$3.76B
ICUI,ICU Medical Inc,Common Stock,183.21,$3.76B
TFSL,TFS Financial Corp,Common Stock,13.66,$3.76B
UGP,Ultrapar Participacoes SA,Depository Receipt,3.43,$3.75B
DVN,Devon Energy Corp,Common Stock,10.175,$3.75B
MAN,ManpowerGroup Inc,Common Stock,67.22,$3.75B
IBKR,Interactive Brokers Group Inc,Common Stock,48.955,$3.75B
HBI,Hanesbrands Inc,Common Stock,11.375,$3.75B
HR,Healthcare Realty Trust Inc,Common Stock (REIT),27.94,$3.75B
CRUS,Cirrus Logic Inc.,Common Stock,64.105,$3.73B
FGEN,FibroGen Inc,Common Stock,41.87,$3.72B
HUN,Huntsman Corp,Common Stock,17.48,$3.71B
LPL,LG Display Co Ltd,Depository Receipt,5.225,$3.71B
VVV,Valvoline Inc,Common Stock,20.35,$3.71B
HIW,Highwoods Properties Inc.,Common Stock (REIT),35.87,$3.70B
SWX,Southwest Gas Holdings Inc,Common Stock,68.635,$3.69B
BLUE,bluebird bio Inc,Common Stock,63.83,$3.68B
TATYY,Tate & Lyle PLC,Depository Receipt,31.92,$3.67B
POWI,Power Integrations Inc,Common Stock,122.43,$3.67B
AGIO,Agios Pharmaceuticals Inc,Common Stock,53.04,$3.67B
NVRO,Nevro Corp,Common Stock,113.79,$3.67B
TPX,Tempur Sealy International Inc,Common Stock,72.74,$3.65B
CCXI,ChemoCentryx Inc,Common Stock,59.82,$3.65B
HPP,Hudson Pacific Properties Inc,Common Stock (REIT),23.91,$3.65B
YETI,YETI Holdings Inc,Common Stock,41.6957,$3.64B
NOVT,Novanta Inc,Common Stock,102.965,$3.63B
CLDR,Cloudera Inc,Common Stock,12.42,$3.63B
HLI,Houlihan Lokey Inc,Common Stock,54.89,$3.63B
POR,Portland General Electric Co,Common Stock,42.04,$3.63B
PSB,PS Business Parks Inc.,Common Stock (REIT),131.52,$3.61B
SLGN,Silgan Holdings Inc,Common Stock,32.67,$3.61B
JHG,Janus Henderson Group PLC,Common Stock,20.33,$3.61B
LAD,Lithia Motors Inc.,Common Stock,162.9,$3.60B
AER,AerCap Holdings NV,Common Stock,28.72,$3.59B
DOOO,BRP Inc,Common Stock,41,$3.59B
STMP,Stamps.com Inc,Common Stock,209,$3.58B
CBD,Companhia Brasileira De Distribuicao,Depository Receipt,13.19,$3.58B
SJIU,South Jersey Industries Inc.,Unit Trust Fund,39.81,$3.57B
NEP,NextEra Energy Partners LP,Unit Trust Fund,54.97,$3.57B
PTCT,PTC Therapeutics Inc,Common Stock,55.44,$3.57B
MSM,MSC Industrial Direct Co Inc.,Common Stock,64.5,$3.57B
FRPT,Freshpet Inc,Common Stock,85.96,$3.56B
BKH,Black Hills Corp,Common Stock,59.76,$3.56B
TRNO,Terreno Realty Corp,Common Stock (REIT),53.06,$3.56B
BAK,Braskem SA,Depository Receipt,8.87,$3.55B
MSGS,Madison Square Garden Sports Corp,Common Stock,150.1,$3.55B
AN,AutoNation Inc,Common Stock,41.43,$3.55B
THG,Hanover Insurance Group Inc (The),Common Stock,95.68,$3.55B
FLS,Flowserve Corp.,Common Stock,27.75,$3.54B
AWI,Armstrong World Industries Inc,Common Stock,74.19,$3.53B
SMTC,Semtech Corp,Common Stock,53.46,$3.53B
SLG,SL Green Realty Corp.,Common Stock (REIT),47.78,$3.52B
AYI,Acuity Brands Inc.,Common Stock,88.86,$3.51B
MAT,Mattel Inc.,Common Stock,10.48,$3.51B
BOKF,BOK Financial Corp,Common Stock,51.08,$3.50B
BRX,Brixmor Property Group Inc,Common Stock (REIT),11.98,$3.50B
CW,Curtiss-Wright Corp,Common Stock,85.21,$3.50B
MEDP,Medpace Holdings Inc,Common Stock,98.225,$3.50B
WWE,World Wrestling Entertainment Inc.,Common Stock,46.3,$3.50B
NVTA,Invitae Corp,Common Stock,33.34,$3.50B
RBC,Regal Beloit Corp,Common Stock,86.58,$3.49B
PENN,Penn National Gaming Inc,Common Stock,28.96,$3.49B
CRI,Carter's Inc.,Common Stock,82.03,$3.48B
HXL,Hexcel Corp,Common Stock,42.76,$3.47B
IRDM,Iridium Communications Inc,Common Stock,26.59,$3.47B
MGP,MGM Growth Properties LLC,Common Stock (REIT),26.185,$3.45B
NFG,National Fuel Gas Co,Common Stock,40.03,$3.44B
SSD,Simpson Manufacturing Co. Inc.,Common Stock,80.69,$3.44B
STN,Stantec Inc,Common Stock,31,$3.44B
NXST,Nexstar Media Group Inc.,Common Stock,79.68,$3.44B
KNSL,Kinsale Capital Group Inc,Common Stock,158.5212,$3.44B
ALRM,Alarm.com Holdings Inc,Common Stock,70.29,$3.43B
APPN,Appian Corp,Common Stock,49.45,$3.42B
IVPAF,Ivanhoe Mines Ltd,Common Stock,3.034,$3.42B
PAC,Grupo Aeroportuario Del Pacifico SA,Depository Receipt,64.67,$3.41B
TPR,Tapestry Inc,Common Stock,12.55,$3.41B
INO,Inovio Pharmaceuticals Inc,Common Stock,23.2887,$3.40B
RLI,RLI Corp,Common Stock,78.165,$3.39B
WAL,Western Alliance Bancorporation,Common Stock,34.855,$3.39B
PRSP,Perspecta Inc,Common Stock,21.79,$3.39B
PSN,Parsons Corp,Common Stock,34.13,$3.38B
DOC,Physicians Realty Trust,Common Stock (REIT),16.69,$3.37B
TXRH,Texas Roadhouse Inc,Common Stock,49.32,$3.37B
ESGR,Enstar Group Ltd,Common Stock,162.86,$3.36B
EQT,EQT Corp,Common Stock,12.9,$3.36B
STRA,Strategic Education Inc,Common Stock,152.875,$3.36B
RUN,Sunrun Inc,Common Stock,28.755,$3.34B
BRKS,Brooks Automation Inc,Common Stock,45.11,$3.34B
ASGN,ASGN Inc,Common Stock,64.775,$3.33B
RXN,Rexnord Corp,Common Stock,28.18,$3.32B
TFII,TFI International Inc,Common Stock,37.62,$3.32B
ARNA,Arena Pharmaceuticals Inc,Common Stock,65.9,$3.31B
SVMK,Svmk Inc,Common Stock,23.58,$3.29B
VAC,Marriott Vacations Worldwide Corp,Common Stock,84.79,$3.29B
SEB,Seaboard Corp,Common Stock,2834.47,$3.29B
CFX,Colfax Corp,Common Stock,27.955,$3.29B
BAND,Bandwidth Inc,Common Stock,135.01,$3.28B
TKR,Timken Co (The),Common Stock,44.07,$3.28B
VNET,21Vianet Group Inc,Depository Receipt,26.97,$3.28B
MUSA,Murphy USA Inc,Common Stock,114.45,$3.28B
ENR,Energizer Holdings Inc,Common Stock,49.18,$3.28B
ALLK,Allakos Inc,Common Stock,68.37,$3.27B
WMS,Advanced Drainage Systems Inc,Common Stock,47.81,$3.27B
SRC,Spirit Realty Capital Inc,Common Stock (REIT),31.94,$3.26B
AMG,Affiliated Managers Group Inc.,Common Stock,72.04,$3.26B
DKS,Dick's Sporting Goods Inc.,Common Stock,39.57,$3.26B
NCLH,Norwegian Cruise Line Holdings Ltd,Common Stock,16.305,$3.26B
KSS,Kohl's Corp,Common Stock,20.94,$3.26B
EME,EMCOR Group Inc.,Common Stock,60.33,$3.25B
KWR,Quaker Chemical Corp,Common Stock,185.57,$3.25B
VRNS,Varonis Systems Inc,Common Stock,101.84,$3.24B
SR,Spire Inc,Common Stock,65.52,$3.24B
ORA,Ormat Technologies Inc,Common Stock,62.15,$3.23B
UNF,UniFirst Corp,Common Stock,169.99,$3.21B
CIG,Companhia Energetica de Minas Gerais CEMIG,Depository Receipt,2.185,$3.19B
SAIA,Saia Inc,Common Stock,124.16,$3.19B
PFSI,PennyMac Financial Services Inc,Common Stock,40.9,$3.19B
ERI,Eldorado Resorts Inc,Common Stock,39.71,$3.19B
ALKS,Alkermes Plc,Common Stock,19.61,$3.18B
HAIN,Hain Celestial Group Inc (The),Common Stock,31.32,$3.17B
RYN,Rayonier Inc.,Common Stock (REIT),25.56,$3.17B
RAMP,Liveramp Holdings Inc,Common Stock,46.3,$3.17B
FOXF,Fox Factory Holding Corp,Common Stock,83.47,$3.17B
PAG,Penske Automotive Group Inc,Common Stock,40.69,$3.17B
ASR,Grupo Aeroportuario del Sureste SAB de CV,Depository Receipt,106.16,$3.17B
ELP,Companhia Paranaense De Energia - Copel,Depository Receipt,11.48,$3.17B
BOX,Box Inc,Common Stock,20.65,$3.16B
CIG/C,Companhia Energetica de Minas Gerais CEMIG,Depository Receipt,2.165,$3.15B
BRFS,BRF SA,Depository Receipt,3.885,$3.15B
IRTC,iRhythm Technologies Inc,Common Stock,112.05,$3.15B
UNM,Unum Group,Common Stock,16.44,$3.15B
GRA,Grace (W R) & Co,Common Stock,48.34,$3.15B
CNNE,Cannae Holdings Inc,Common Stock,40.6,$3.15B
AWCMY,Alumina Ltd,Depository Receipt,4.45,$3.15B
COHR,Coherent Inc,Common Stock,126.84,$3.14B
TENB,Tenable Holdings Inc,Common Stock,31.3,$3.14B
NVST,Envista Holdings Corp,Common Stock,20.065,$3.14B
AXS,AXIS Capital Holdings Ltd,Common Stock,38.78,$3.14B
COTY,Coty Inc,Common Stock,4.215,$3.13B
CIB,"Bancolombia Sa Bancolombia, Colombia",Depository Receipt,28.1,$3.13B
IFS,Intercorp Financial Services Inc,Common Stock,27,$3.12B
ROLL,RBC Bearings Inc,Common Stock,127.01,$3.12B
XRX,Xerox Holdings Corp,Common Stock,15.39,$3.11B
CR,Crane Co.,Common Stock,54.73,$3.11B
ESNT,Essent Group Ltd,Common Stock,32.35,$3.10B
VEON,VEON Ltd,Depository Receipt,1.775,$3.10B
TV,Grupo Televisa SAB,Depository Receipt,5.4,$3.10B
SF,Stifel Financial Corp.,Common Stock,47.6,$3.09B
WERN,Werner Enterprises Inc.,Common Stock,44.205,$3.07B
SIGI,Selective Insurance Group Inc,Common Stock,53.21,$3.06B
VICR,Vicor Corp.,Common Stock,74.945,$3.06B
FIZZ,National Beverage Corp,Common Stock,67.055,$3.06B
CLH,Clean Harbors Inc,Common Stock,56.055,$3.05B
FTI,TechnipFMC plc,Common Stock,6.97,$3.05B
CARG,CarGurus Inc,Common Stock,26.635,$3.05B
DCPH,Deciphera Pharmaceuticals Inc,Common Stock,54.18,$3.05B
BPOP,Popular Inc,Common Stock,35.48,$3.04B
OMF,OneMain Holdings Inc,Common Stock,23.465,$3.04B
AXSM,Axsome Therapeutics Inc,Common Stock,82.845,$3.04B
CNS,Cohen & Steers Inc,Common Stock,66.64,$3.04B
CHNG,Change Healthcare inc,Common Stock,10.09,$3.03B
NVT,nVent Electric plc,Common Stock,18.19,$3.03B
PVH,PVH Corp,Common Stock,44.26,$3.02B
AY,Atlantica Sustainable Infrastructure plc,Common Stock,29.455,$3.02B
AL,Air Lease Corp,Common Stock,27.77,$3.02B
PNM,PNM Resources Inc.,Common Stock,38.83,$3.02B
SFIX,Stitch Fix Inc,Common Stock,28.225,$3.01B
LTRPB,Liberty TripAdvisor Holdings Inc,Common Stock,39.995,$3.00B
GBCI,Glacier Bancorp Inc,Common Stock,32.6608,$3.00B
AMKR,Amkor Technology Inc,Common Stock,12.215,$3.00B
