Symbol,Company Name,Security Type,Security Price,Market Capitalization
MIME,Mimecast Ltd,Common Stock,43.48,$2.80B
PNFP,Pinnacle Financial Partners Inc,Common Stock,38.5,$2.80B
UNVR,Univar Solutions Inc,Common Stock,16.92,$2.79B
VG,Vonage Holdings Corp,Common Stock,11.04,$2.79B
AAON,AAON Inc,Common Stock,54.05,$2.78B
OFC,Corporate Office Properties Trust,Common Stock (REIT),25.16,$2.78B
AJRD,Aerojet Rocketdyne Holdings Inc,Common Stock,35.855,$2.76B
FATE,Fate Therapeutics Inc,Common Stock,35.53,$2.76B
OZK,Bank OZK,Common Stock,22.34,$2.76B
OMCL,Omnicell Inc,Common Stock,64.97,$2.76B
EHTH,eHealth Inc,Common Stock,110.91,$2.76B
WDFC,WD-40 Co,Common Stock,191.58,$2.75B
PLUG,Plug Power Inc,Common Stock,9.1651,$2.75B
NUVA,NuVasive Inc,Common Stock,54.73,$2.74B
MTZ,MasTec Inc.,Common Stock,37.96,$2.74B
JCOM,j2 Global Inc,Common Stock,57.1,$2.73B
FVRR,Fiverr International Ltd,Common Stock,84.77,$2.73B
EE,El Paso Electric Co,Common Stock,67.22,$2.73B
CBU,Community Bank System Inc.,Common Stock,54.41,$2.72B
ADSW,Advanced Disposal Services Inc,Common Stock,30.15,$2.71B
CCU,Compania Cervecerias Unidas SA,Depository Receipt,14.71,$2.71B
VLY,Valley National Bancorp,Common Stock,7.07,$2.71B
NRZ,New Residential Investment Corp,Common Stock (REIT),6.81,$2.70B
OPK,Opko Health Inc,Common Stock,4.0301,$2.69B
JBLU,JetBlue Airways Corp,Common Stock,10.585,$2.69B
WNS,WNS (Holdings) Ltd,Depository Receipt,54.79,$2.68B
ROSYY,Rostelecom PJSC,Depository Receipt,7.205,$2.68B
AEIS,Advanced Energy Industries Inc.,Common Stock,69.02,$2.68B
SAFE,Safehold Inc,Common Stock,52.85,$2.68B
LCII,LCI Industries,Common Stock,108.42,$2.68B
BB,BlackBerry Ltd,Common Stock,4.71,$2.67B
PING,Ping Identity Holding Corp,Common Stock,34.41,$2.67B
WTS,Watts Water Technologies Inc,Common Stock,79.5898,$2.66B
ESI,Element Solutions Inc,Common Stock,10.845,$2.66B
TGTX,TG Therapeutics Inc,Common Stock,24.175,$2.66B
NAV,Navistar International Corp,Common Stock,27.16,$2.66B
LXP,Lexington Realty Trust,Common Stock (REIT),10.4,$2.65B
TMHC,Taylor Morrison Home Corp,Common Stock,21.43,$2.65B
NWE,NorthWestern Corp,Common Stock,53.25,$2.65B
HHC,Howard Hughes Corp (The),Common Stock,49.39,$2.65B
WTM,White Mountains Insurance Group Ltd,Common Stock,875.73,$2.64B
FCFS,FirstCash Inc,Common Stock,64.06,$2.64B
SPSC,SPS Commerce Inc,Common Stock,74.4,$2.64B
STAA,STAAR Surgical Co,Common Stock,58.425,$2.64B
SINA,Sina Corp,Common Stock,40.3,$2.63B
KBH,KB Home,Common Stock,30.49,$2.63B
AM,Antero Midstream Corp,Common Stock,5.28,$2.62B
AB,AllianceBernstein Holding LP,Unit Trust Fund,26.98,$2.62B
TWOU,2U Inc,Common Stock,40.52,$2.62B
WK,Workiva Inc,Common Stock,55.035,$2.62B
GDOT,Green Dot Corp,Common Stock,49.335,$2.62B
SNV,Synovus Financial Corp.,Common Stock,18.65,$2.62B
FHN,First Horizon National Corp,Common Stock,8.84,$2.61B
TRIP,TripAdvisor Inc,Common Stock,19.605,$2.60B
AVT,Avnet Inc,Common Stock,26.47,$2.60B
USM,United States Cellular Corp,Common Stock,31,$2.59B
ITRI,Itron Inc,Common Stock,65.15,$2.59B
SHLX,Shell Midstream Partners LP,Unit Trust Fund,11.35,$2.58B
MIC,Macquarie Infrastructure Corp,Common Stock,30.18,$2.58B
SAIL,SailPoint Technologies Holdings Inc,Common Stock,28.65,$2.58B
ENS,EnerSys,Common Stock,62.66,$2.58B
TIGO,Millicom International Cellular SA,Common Stock,25.84,$2.58B
JBT,John Bean Technologies Corp,Common Stock,84.16,$2.57B
DIOD,Diodes Inc,Common Stock,50.34,$2.56B
MANT,ManTech International Corp,Common Stock,64.77,$2.55B
KRTX,Karuna Therapeutics Inc,Common Stock,96.15,$2.55B
BHF,Brighthouse Financial Inc,Common Stock,26.82,$2.55B
HRB,Block H&R Inc,Common Stock,13.935,$2.53B
PCH,PotlatchDeltic Corp,Common Stock (REIT),39.28,$2.53B
CWEN,Clearway Energy Inc,Common Stock,22.58,$2.53B
ARCE,Arco Platform Ltd,Common Stock,46.065,$2.52B
RDN,Radian Group Inc.,Common Stock,13.63,$2.52B
EQX,Equinox Gold Corp,Common Stock,11.515,$2.51B
XEC,Cimarex Energy Co.,Common Stock,25.3,$2.51B
INSM,Insmed Inc,Common Stock,27.83,$2.51B
NHI,National Health Investors Inc.,Common Stock (REIT),55.98,$2.51B
CC,Chemours Co (The),Common Stock,15.885,$2.51B
LIVN,LivaNova PLC,Common Stock,51.235,$2.50B
GOLF,Acushnet Holdings Corp,Common Stock,34.18,$2.50B
UBSI,United Bankshares Inc,Common Stock,25.83,$2.50B
TARO,Taro Pharmaceutical Industries Ltd,Common Stock,65.51,$2.49B
MANU,Manchester United Plc,Common Stock,14.98,$2.48B
SAFM,Sanderson Farms Inc,Common Stock,114.01,$2.48B
SLM,SLM Corp,Common Stock,6.805,$2.47B
LGIH,LGI Homes Inc,Common Stock,101.3069,$2.47B
AKO/B,Embotelladora Andina SA,Depository Receipt,15.27,$2.47B
CWK,Cushman & Wakefield Ltd,Common Stock,11.39,$2.46B
CYDY,CytoDyn Inc,Common Stock,4.71,$2.46B
CWST,Casella Waste Systems Inc,Common Stock,51.25,$2.45B
GOOS,Canada Goose Holdings Inc,Common Stock,22.435,$2.45B
MTG,MGIC Investment Corp,Common Stock,7.47,$2.44B
MTSI,MACOM Technology Solutions Holdings Inc,Common Stock,37.04,$2.44B
FORM,FormFactor Inc,Common Stock,31.73,$2.44B
SHEN,Shenandoah Telecommunications Co,Common Stock,49.9,$2.43B
BBU,Brookfield Business Partners LP,Unit Trust Fund,30.3691,$2.43B
THS,TreeHouse Foods Inc,Common Stock,43.9684,$2.43B
PCRX,Pacira BioSciences Inc,Common Stock,57.64,$2.42B
OVV,Ovintiv Inc,Common Stock,9.75,$2.42B
EPR,EPR Properties,Common Stock (REIT),31.68,$2.42B
CBB/PB,Cincinnati Bell Inc,Depository Receipt,47.75,$2.41B
YPF,Ypf Sociedad Anonima Yacimientos Petroliferos Fisc,Depository Receipt,6.27,$2.41B
BVN,Compania De Minas Buenaventura SAA,Depository Receipt,9.36,$2.41B
SATS,EchoStar Corp,Common Stock,25.105,$2.40B
IRBT,iRobot Corp,Common Stock,83.59,$2.40B
AMRN,Amarin Corp PLC,Depository Receipt,6.72,$2.40B
JWN,Nordstrom Inc.,Common Stock,15.6199,$2.40B
APLS,Apellis Pharmaceuticals Inc,Common Stock,32.54,$2.39B
MMSI,Merit Medical Systems Inc,Common Stock,44.43,$2.39B
NARI,Inari Medical Inc,Common Stock,53.59,$2.39B
FN,Fabrinet,Common Stock,64.27,$2.39B
LX,LexinFintech Holdings Ltd,Depository Receipt,12.145,$2.38B
VMI,Valmont Industries Inc,Common Stock,114.4,$2.38B
KOD,Kodiak Sciences Inc,Common Stock,52.905,$2.38B
AVA,Avista Corp,Common Stock,35.96,$2.37B
NSP,Insperity Inc.,Common Stock,62.565,$2.36B
PD,PagerDuty Inc,Common Stock,28.2228,$2.36B
WYND,Wyndham Destinations Inc,Common Stock,28.67,$2.36B
CWEN/A,Clearway Energy Inc,Common Stock,20.93,$2.33B
CBRL,Cracker Barrel Old Country Store Inc,Common Stock,100.11,$2.33B
TRN,Trinity Industries Inc.,Common Stock,20.275,$2.32B
NUS,Nu Skin Enterprises Inc.,Common Stock,43.4,$2.32B
HOMB,Home Bancshares Inc,Common Stock,14.725,$2.31B
ADCT,ADC Therapeutics SA,Common Stock,43.745,$2.31B
INSP,Inspire Medical Systems Inc,Common Stock,92.56,$2.31B
TWST,Twist Bioscience Corp,Common Stock,54.54,$2.30B
CROX,Crocs Inc,Common Stock,35.28,$2.30B
MDC,M.D.C. Holdings Inc.,Common Stock,36.8,$2.29B
CSOD,Cornerstone OnDemand Inc,Common Stock,37.01,$2.29B
SAGE,Sage Therapeutics Inc,Common Stock,43.4,$2.29B
AIT,Applied Industrial Technologies Inc,Common Stock,60.04,$2.29B
QFIN,360 Finance Inc,Depository Receipt,15.45,$2.29B
BLDR,Builders FirstSource Inc,Common Stock,19.985,$2.28B
CMC,Commercial Metals Co,Common Stock,19.89,$2.28B
CWT,California Water Service Group,Common Stock,47.79,$2.28B
TCO,Taubman Centers Inc.,Common Stock (REIT),37.48,$2.27B
JJSF,J & J Snack Foods Corp,Common Stock,120.28,$2.27B
AFYA,Afya Ltd,Common Stock,23.07,$2.26B
CVBF,CVB Financial Corp,Common Stock,17.23,$2.26B
BRC,Brady Corp,Common Stock,44.8,$2.26B
SYNA,Synaptics Inc,Common Stock,65.97,$2.26B
ROG,Rogers Corp.,Common Stock,123.95,$2.25B
WRI,Weingarten Realty Investors,Common Stock (REIT),17.54,$2.25B
VSAT,ViaSat Inc.,Common Stock,36.78,$2.25B
TGNA,TEGNA Inc,Common Stock,10.695,$2.24B
FELE,Franklin Electric Co Inc,Common Stock,50.15,$2.24B
EYE,National Vision Holdings Inc,Common Stock,28.82,$2.24B
SPR,Spirit Aerosystems Holdings Inc,Common Stock,22.25,$2.24B
TDS,Telephone and Data Systems Inc.,Common Stock,19.88,$2.24B
POL,PolyOne Corp,Common Stock,25.305,$2.23B
PINC,Premier Inc,Common Stock,31.64,$2.23B
CPRI,Capri Holdings Ltd,Common Stock,15.135,$2.22B
TSEM,Tower Semiconductor Ltd,Common Stock,20.42,$2.22B
WTFC,Wintrust Financial Corp.,Common Stock,40.4,$2.22B
AG,First Majestic Silver Corp,Common Stock,10.3615,$2.22B
PGNY,Progyny Inc,Common Stock,26.84,$2.20B
WBS,Webster Financial Corp,Common Stock,25.62,$2.20B
PLMR,Palomar Holdings Inc,Common Stock,91.29,$2.19B
TR,Tootsie Roll Industries Inc.,Common Stock,33.03,$2.19B
ITGR,Integer Holdings Corp,Common Stock,66.3712,$2.19B
IGMS,IGM Biosciences Inc,Common Stock,69.56,$2.19B
PDCO,Patterson Cos Inc,Common Stock,23.09,$2.18B
ETRN,Equitrans Midstream Corp,Common Stock,9.205,$2.18B
FHI,Federated Hermes Inc,Common Stock,22.02,$2.18B
EVR,Evercore Inc,Common Stock,55.11,$2.18B
BOH,Bank of Hawaii Corp,Common Stock,57.135,$2.17B
UMPQ,Umpqua Holdings Corp,Common Stock,10.39,$2.17B
FUL,H.B. Fuller Co.,Common Stock,42.855,$2.17B
TPTX,Turning Point Therapeutics Inc,Common Stock,60.17,$2.17B
NNI,Nelnet Inc.,Common Stock,54.95,$2.16B
NOAH,Noah Holdings Ltd,Depository Receipt,34.78,$2.16B
TCP,TC PipeLines LP,Unit Trust Fund,30.48,$2.16B
SXT,Sensient Technologies Corp,Common Stock,52.965,$2.16B
ENSG,Ensign Group Inc (The),Common Stock,40.73,$2.16B
VIE,Viela Bio Inc,Common Stock,39.28,$2.16B
MCY,Mercury General Corp,Common Stock,40.015,$2.16B
CIGI,Colliers International Group Inc,Common Stock,53.92,$2.16B
IAG,IAMGold Corp,Common Stock,4.485,$2.16B
VSH,Vishay Intertechnology Inc.,Common Stock,15.09,$2.16B
MGEE,MGE Energy Inc,Common Stock,63.67,$2.15B
PRMW,Primo Water Corp,Common Stock,13.29,$2.15B
FNB,F.N.B. Corp,Common Stock,6.975,$2.14B
YEXT,Yext Inc,Common Stock,17.715,$2.14B
KRNT,Kornit Digital Ltd,Common Stock,52.01,$2.14B
TDC,Teradata Corp,Common Stock,19.73,$2.14B
CALM,Cal Maine Foods Inc,Common Stock,44.9,$2.13B
ABM,ABM Industries Inc,Common Stock,33.015,$2.13B
PK,Park Hotels & Resorts Inc,Common Stock,9.58,$2.13B
CVET,Covetrus Inc,Common Stock,19.64,$2.13B
SOGO,Sogou Inc,Depository Receipt,5.505,$2.13B
SABR,Sabre Corp,Common Stock,8.145,$2.13B
NGVT,Ingevity Corp,Common Stock,53.005,$2.12B
UMBF,UMB Financial Corp,Common Stock,45.85,$2.12B
ACHC,Acadia Healthcare Co Inc,Common Stock,25.34,$2.12B
OPCH,Option Care Health Inc,Common Stock,12.015,$2.12B
KMT,Kennametal Inc.,Common Stock,26.26,$2.11B
HASI,Hannon Armstrong Sustainable Infrastructure Capita,Common Stock (REIT),29.62,$2.11B
QURE,UniQure NV,Common Stock,46.51,$2.11B
CDLX,Cardlytics Inc,Common Stock,78.4,$2.11B
CRON,Cronos Group Inc,Common Stock,6.325,$2.10B
SJI,South Jersey Industries Inc.,Common Stock,23.31,$2.10B
ESE,ESCO Technologies Inc.,Common Stock,81.83,$2.10B
IBP,Installed Building Products Inc,Common Stock,71.18,$2.09B
COKE,Coca Cola Consolidated Inc,Common Stock,227.55,$2.09B
KW,Kennedy-Wilson Holdings Inc,Common Stock,14.89,$2.09B
TRTN,Triton International Ltd,Common Stock,30.03,$2.09B
TTEC,TTEC Holdings Inc,Common Stock,45.55,$2.09B
AKO/A,Embotelladora Andina SA,Depository Receipt,13,$2.08B
BIPC,Brookfield Infrastructure Corp,Common Stock,43.4,$2.07B
SCL,Stepan Co,Common Stock,94.83,$2.07B
M,Macy's Inc,Common Stock,6.765,$2.06B
NCR,NCR Corp,Common Stock,16.61,$2.06B
DORM,Dorman Products Inc,Common Stock,64.25,$2.05B
ONB,Old National Bancorp,Common Stock,12.79,$2.05B
PS,Pluralsight Inc,Common Stock,18.9,$2.05B
AEL,American Equity Investment Life Holding Co,Common Stock,23.33,$2.04B
BYD,Boyd Gaming Corp,Common Stock,18.24,$2.04B
BCO,Brink's Co (The),Common Stock,40.7,$2.04B
SMPL,Simply Good Foods Co (The),Common Stock,20.98,$2.03B
DCP,DCP Midstream LP,Unit Trust Fund,9.97,$2.03B
AQUA,Evoqua Water Technologies Corp,Common Stock,18.02,$2.03B
BXS,BancorpSouth Bank,Common Stock,20.76,$2.03B
CNO,CNO Financial Group Inc,Common Stock,14.795,$2.02B
INDB,Independent Bank Corp.,Common Stock,62.635,$2.02B
HLNE,Hamilton Lane Inc,Common Stock,67.895,$2.02B
OSB,Norbord Inc,Common Stock,26.64,$2.02B
R,Ryder System Inc,Common Stock,38.98,$2.02B
EXLS,ExlService Holdings Inc,Common Stock,59.86,$2.02B
GATX,GATX Corp.,Common Stock,60.0392,$2.02B
JW/B,John Wiley & Sons Inc.,Common Stock,36.11,$2.02B
APLE,Apple Hospitality REIT Inc,Common Stock (REIT),9.065,$2.01B
CBT,Cabot Corp,Common Stock,36.48,$2.00B
CPA,Copa Holdings SA,Common Stock,49.865,$2.00B
